num_users,count,mean
1.0,414,22.96135265700483
2.0,9458,30.860329879467116
3.0,4107,42.580472364256146
4.0,995,66.8462311557789
5.0,247,75.98785425101215
6.0,64,104.140625
7.0,22,132.6818181818182
8.0,9,90.22222222222223
9.0,3,68.33333333333333
10.0,2,49.5
13.0,1,54.0
